SentimentText,Sentiment
The avocado toast was soggy and disappointing.,0
The carbonara was undercooked and disappointing.,0
The lobster was terrible and disappointing.,0
The pork belly was absolutely superb.,1
The soup was absolutely divine.,1
The avocado toast was poor and disappointing.,0
The dumplings was poor and disappointing.,0
The risotto was absolutely divine.,1
The chicken was cold and disappointing.,0
The pasta was appalling and disappointing.,0
The beef was absolutely enjoyable.,1
The calamari was absolutely lovely.,1
The burrito was disgusting and disappointing.,0
The salad was unpleasant and disappointing.,0
The lobster bisque was greasy and disappointing.,0
The risotto was absolutely marvelous.,1
The dumplings was disappointing and disappointing.,0
The wings was absolutely lovely.,1
The lobster bisque was mediocre and disappointing.,0
The curry was absolutely excellent.,1
The lasagna was absolutely exceptional.,1
The risotto was poor and disappointing.,0
The coffee was dry and disappointing.,0
The enchiladas was rubbery and disappointing.,0
The enchiladas was absolutely fabulous.,1
The pasta was absolutely incredible.,1
The cocktails was absolutely excellent.,1
The wings was flavorless and disappointing.,0
The pizza was disgusting and disappointing.,0
The calamari was absolutely delicious.,1
The pasta was inedible and disappointing.,0
The brunch was bland and disappointing.,0
The lobster bisque was bland and disappointing.,0
The shrimp was terrible and disappointing.,0
The bread was absolutely wonderful.,1
The gyoza was overpriced and disappointing.,0
The pad thai was inedible and disappointing.,0
The falafel was absolutely excellent.,1
The avocado toast was absolutely terrific.,1
The biryani was revolting and disappointing.,0
The cheesecake was absolutely splendid.,1
The wings was greasy and disappointing.,0
The nachos was awful and disappointing.,0
The wine was absolutely brilliant.,1
The wine was disappointing and disappointing.,0
The gelato was awful and disappointing.,0
The french toast was absolutely fantastic.,1
The french toast was absolutely perfect.,1
The beef was absolutely excellent.,1
The pancakes was revolting and disappointing.,0
The tacos was dreadful and disappointing.,0
I did not enjoy the soup at all.,0
The dumplings was cold and disappointing.,0
The lobster was undercooked and disappointing.,0
The nachos was rubbery and disappointing.,0
The carbonara was absolutely wonderful.,1
The salmon was absolutely enjoyable.,1
The risotto was absolutely fabulous.,1
The wine was absolutely delicious.,1
The gnocchi was absolutely brilliant.,1
The bread was rubbery and disappointing.,0
The oysters was revolting and disappointing.,0
The pancakes was absolutely phenomenal.,1
The ribs was absolutely exceptional.,1
The lamb was absolutely enjoyable.,1
The wings was absolutely enjoyable.,1
The falafel was dreadful and disappointing.,0
The fish was absolutely fantastic.,1
The coffee was poor and disappointing.,0
The tiramisu was stale and disappointing.,0
The french toast was rubbery and disappointing.,0
The pork belly was absolutely marvelous.,1
The duck confit was absolutely amazing.,1
The duck confit was absolutely enjoyable.,1
The quesadilla was absolutely enjoyable.,1
The pancakes was absolutely perfect.,1
The dumplings was dry and disappointing.,0
The burrito was absolutely divine.,1
The falafel was unpleasant and disappointing.,0
The beef was bland and disappointing.,0
I loved the nachos here.,1
The ramen was soggy and disappointing.,0
The fish was tasteless and disappointing.,0
The carbonara was poor and disappointing.,0
The eggs benedict was undercooked and disappointing.,0
The dessert was absolutely perfect.,1
The falafel was overcooked and disappointing.,0
The pasta was terrible and disappointing.,0
The pork belly was absolutely fabulous.,1
The brunch was absolutely exceptional.,1
The french toast was absolutely spectacular.,1
The fish was awful and disappointing.,0
The shrimp was inedible and disappointing.,0
The ribs was revolting and disappointing.,0
The gnocchi was mediocre and disappointing.,0
The wine was poor and disappointing.,0
The burrito was absolutely amazing.,1
The nachos was absolutely marvelous.,1
The beef was dreadful and disappointing.,0
The gyoza was absolutely brilliant.,1
The salmon was absolutely fabulous.,1
The biryani was awful and disappointing.,0
The coffee was stale and disappointing.,0
The fish was absolutely brilliant.,1
The enchiladas was terrible and disappointing.,0
The beef was stale and disappointing.,0
The pad thai was disappointing and disappointing.,0
The steak was cold and disappointing.,0
The lasagna was undercooked and disappointing.,0
The hummus was disgusting and disappointing.,0
The caesar salad was absolutely phenomenal.,1
The biryani was terrible and disappointing.,0
The ribs was absolutely spectacular.,1
The tacos was absolutely superb.,1
The quesadilla was absolutely exceptional.,1
The steak was awful and disappointing.,0
The chicken was absolutely splendid.,1
The biryani was horrible and disappointing.,0
The french toast was absolutely marvelous.,1
The oysters was undercooked and disappointing.,0
The ribs was absolutely fantastic.,1
The caesar salad was undercooked and disappointing.,0
The curry was absolutely terrific.,1
The eggs benedict was flavorless and disappointing.,0
The cocktails was soggy and disappointing.,0
The sushi was absolutely incredible.,1
The biryani was dreadful and disappointing.,0
The carbonara was absolutely enjoyable.,1
The quesadilla was absolutely superb.,1
The cocktails was horrible and disappointing.,0
The dessert was soggy and disappointing.,0
The pad thai was absolutely splendid.,1
The lamb was absolutely spectacular.,1
The enchiladas was absolutely spectacular.,1
The pancakes was stale and disappointing.,0
The burger was absolutely exquisite.,1
The biryani was stale and disappointing.,0
The restaurant felt grimy and unkempt.,0
The fish was horrible and disappointing.,0
The lasagna was awful and disappointing.,0
The lobster bisque was absolutely brilliant.,1
The gyoza was absolutely wonderful.,1
The chicken was absolutely exquisite.,1
The pasta was absolutely exceptional.,1
The tacos was soggy and disappointing.,0
The crab cakes was flavorless and disappointing.,0
The enchiladas was flavorless and disappointing.,0
The chicken was rubbery and disappointing.,0
The sushi was disgusting and disappointing.,0
The lamb was absolutely exceptional.,1
The biryani was absolutely exquisite.,1
The oysters was absolutely perfect.,1
The chicken was absolutely amazing.,1
The lasagna was absolutely brilliant.,1
The pasta was absolutely enjoyable.,1
The dessert was undercooked and disappointing.,0
The biryani was bland and disappointing.,0
The soup was revolting and disappointing.,0
The hummus was terrible and disappointing.,0
The ramen was flavorless and disappointing.,0
The chicken was mediocre and disappointing.,0
The tiramisu was absolutely delicious.,1
The nachos was dreadful and disappointing.,0
The dumplings was absolutely perfect.,1
The cheesecake was horrible and disappointing.,0
The chicken was unpleasant and disappointing.,0
The falafel was absolutely brilliant.,1
The pad thai was rubbery and disappointing.,0
The quesadilla was absolutely outstanding.,1
The gnocchi was horrible and disappointing.,0
The beef was absolutely great.,1
The curry was absolutely superb.,1
The pad thai was absolutely marvelous.,1
The enchiladas was poor and disappointing.,0
The hummus was stale and disappointing.,0
The ramen was absolutely lovely.,1
The fish was absolutely exceptional.,1
The falafel was greasy and disappointing.,0
The beef was absolutely splendid.,1
The burger was stale and disappointing.,0
The steak was absolutely lovely.,1
The burrito was absolutely lovely.,1
The brunch was mediocre and disappointing.,0
The gelato was inedible and disappointing.,0
The shrimp was revolting and disappointing.,0
Best Indian food I've had outside of India.,1
The soup was absolutely wonderful.,1
The crab cakes was horrible and disappointing.,0
The caesar salad was awful and disappointing.,0
The quesadilla was revolting and disappointing.,0
The carbonara was bland and disappointing.,0
The waffles was inedible and disappointing.,0
The duck confit was absolutely brilliant.,1
The nachos was inedible and disappointing.,0
The lamb was overpriced and disappointing.,0
The lobster was overcooked and disappointing.,0
The enchiladas was absolutely outstanding.,1
The coffee was absolutely excellent.,1
The waffles was absolutely brilliant.,1
The falafel was absolutely exquisite.,1
The gnocchi was absolutely perfect.,1
The pad thai was dreadful and disappointing.,0
The french toast was absolutely exquisite.,1
The eggs benedict was rubbery and disappointing.,0
The biryani was absolutely amazing.,1
The lamb was absolutely perfect.,1
The pad thai was absolutely great.,1
The biryani was absolutely brilliant.,1
The paella was awful and disappointing.,0
The wine was absolutely divine.,1
The eggs benedict was inedible and disappointing.,0
The wine was awful and disappointing.,0
The ramen was absolutely outstanding.,1
The avocado toast was disappointing and disappointing.,0
The pasta was disgusting and disappointing.,0
The lasagna was absolutely marvelous.,1
The steak was absolutely great.,1
The pizza was appalling and disappointing.,0
The avocado toast was absolutely exceptional.,1
The lobster bisque was overcooked and disappointing.,0
The brunch was awful and disappointing.,0
The dessert was disappointing and disappointing.,0
The calamari was awful and disappointing.,0
The bread was absolutely enjoyable.,1
The french toast was cold and disappointing.,0
The french toast was undercooked and disappointing.,0
The sushi was cold and disappointing.,0
The eggs benedict was absolutely fantastic.,1
The paella was flavorless and disappointing.,0
The tacos was awful and disappointing.,0
The sushi was absolutely great.,1
The falafel was mediocre and disappointing.,0
The curry was absolutely lovely.,1
The french toast was absolutely phenomenal.,1
The calamari was absolutely wonderful.,1
The brunch was flavorless and disappointing.,0
I did not enjoy the shrimp at all.,0
The coffee was greasy and disappointing.,0
The salmon was poor and disappointing.,0
The salad was absolutely wonderful.,1
The lamb was absolutely phenomenal.,1
The wings was absolutely divine.,1
The lobster was absolutely phenomenal.,1
The curry was tasteless and disappointing.,0
The pancakes was absolutely splendid.,1
The soup was terrible and disappointing.,0
The soup was absolutely enjoyable.,1
The duck confit was cold and disappointing.,0
The wine was overpriced and disappointing.,0
The lobster was absolutely fabulous.,1
The shrimp was undercooked and disappointing.,0
The dumplings was absolutely brilliant.,1
The cocktails was dreadful and disappointing.,0
The beef was revolting and disappointing.,0
The pork belly was flavorless and disappointing.,0
The paella was poor and disappointing.,0
The tacos was absolutely delicious.,1
The gyoza was absolutely delicious.,1
The burrito was rubbery and disappointing.,0
The hummus was mediocre and disappointing.,0
The clam chowder was stale and disappointing.,0
The hummus was bland and disappointing.,0
The burger was revolting and disappointing.,0
The carbonara was absolutely amazing.,1
The gyoza was absolutely marvelous.,1
The fish was stale and disappointing.,0
The burger was absolutely perfect.,1
The cocktails was dry and disappointing.,0
The lobster was absolutely perfect.,1
The beef was mediocre and disappointing.,0
The hummus was absolutely incredible.,1
The quesadilla was undercooked and disappointing.,0
The duck confit was absolutely terrific.,1
The pizza was absolutely outstanding.,1
The calamari was absolutely enjoyable.,1
The wings was absolutely perfect.,1
The portions are very generous and the quality is exceptional.,1
The dessert was greasy and disappointing.,0
The pork belly was absolutely great.,1
The gnocchi was overcooked and disappointing.,0
The brunch was absolutely exquisite.,1
The wings was poor and disappointing.,0
The cocktails was poor and disappointing.,0
The dumplings was absolutely magnificent.,1
The paella was absolutely perfect.,1
The cheesecake was absolutely wonderful.,1
The sushi was dry and disappointing.,0
The burrito was poor and disappointing.,0
The calamari was tasteless and disappointing.,0
The gelato was absolutely outstanding.,1
The oysters was absolutely brilliant.,1
The clam chowder was absolutely incredible.,1
The calamari was flavorless and disappointing.,0
The burrito was absolutely splendid.,1
The vegetarian option was clearly an afterthought.,0
The dumplings was unpleasant and disappointing.,0
The pizza was absolutely phenomenal.,1
The shrimp was stale and disappointing.,0
The waffles was dry and disappointing.,0
I loved the burger here.,1
The carbonara was absolutely terrific.,1
The tacos was absolutely fabulous.,1
The crab cakes was stale and disappointing.,0
The lamb was absolutely splendid.,1
The coffee was disappointing and disappointing.,0
The lobster bisque was undercooked and disappointing.,0
The brunch was inedible and disappointing.,0
I can easily find better food nearby for less money.,0
The enchiladas was dry and disappointing.,0
The falafel was absolutely fantastic.,1
Nobody came to check on our table for 30 minutes.,0
The burrito was absolutely fantastic.,1
The clam chowder was absolutely perfect.,1
The carbonara was absolutely marvelous.,1
The tiramisu was absolutely exquisite.,1
